Player Name,Team,Conference,Position,Height,Year,GP,MIN,MPG,FGM,FGA,FG%,3PTM,3PTA,3PT%,FTM,FTA,FT%,PTS,PPG,ORB,DRB,TOT RB,RPG,PF,AST,TO,STL,BLK,APG,SPG,DRBPG,ORBPG,BPG,TOPG,eFG,three_share,AST_TOV,FTR,TS_pct,usg,pts_per_40,reb_per_40,ast_per_40,stl_per_40,blk_per_40,tov_per_40,PC1,PC2,PC3,PC4
Mykell Lawson,Alfred State,Allegheny Mountain Collegiate,G,72.0,Jr.,26,840,32.3,5.9,18.0,0.326,2.5,9.0,0.274,3.0,4.1,0.729,447,17.2,26,86,112,4.3,52,65,91,39,5,2.5,1.5,3.3076923076923075,1.0,0.1923076923076923,3.5,0.3972222222222222,0.5,0.7142857142857143,0.2277777777777777,0.4342557059179964,0.1319095238095238,21.285714285714285,5.333333333333333,3.0952380952380953,1.8571428571428572,0.238095238095238,4.333333333333334,-0.5776500718190436,1.3516772759870863,-0.7195815444094158,-2.0923275789314455
"Darius Cunningham, Jr.",Alfred State,Allegheny Mountain Collegiate,G,75.0,So,26,845,32.5,5.5,15.3,0.356,1.7,6.2,0.269,3.1,5.1,0.602,408,15.7,34,99,133,5.1,39,52,88,34,10,2.0,1.3076923076923077,3.807692307692307,1.3076923076923077,0.3846153846153846,3.3846153846153846,0.415032679738562,0.4052287581699346,0.5909090909090909,0.3333333333333333,0.4474464204286365,0.1249041420118343,19.31360946745562,6.295857988165681,2.4615384615384617,1.6094674556213018,0.4733727810650887,4.165680473372781,0.6697389002383106,0.6954213126158126,-0.9529014707925095,-1.6055165949714287
Kenny Hardeman,Alfred State,Allegheny Mountain Collegiate,G,77.0,Sr,14,437,31.2,6.1,12.5,0.486,0.0,0.1,0.0,1.2,2.9,0.425,188,13.4,74,106,181,12.9,22,11,27,24,13,0.7857142857142857,1.7142857142857142,7.571428571428571,5.285714285714286,0.9285714285714286,1.9285714285714288,0.488,0.008,0.4074074074074074,0.2319999999999999,0.4863530778164924,0.0933089244851258,17.208237986270024,16.5675057208238,1.0068649885583525,2.196796338672769,1.1899313501144166,2.471395881006865,5.2450420604492605,0.40743723700837464,0.27211603346957175,0.6072315100154925
Elijah Kioko,Alfred State,Allegheny Mountain Collegiate,F,78.0,Sr,25,393,15.7,2.4,5.0,0.484,0.3,0.6,0.467,1.2,1.9,0.638,160,6.4,50,58,108,4.3,48,5,25,5,8,0.2,0.2,2.32,2.0,0.32,1.0,0.51,0.12,0.2,0.38,0.5483207676490747,0.0784631043256997,16.28498727735369,10.99236641221374,0.5089058524173028,0.5089058524173028,0.8142493638676845,2.544529262086514,2.3191244368043664,-1.8224114794479054,-0.4954083095802372,-0.8277133436709642
Ben Sneddon,Alfred State,Allegheny Mountain Collegiate,G,75.0,So,25,453,18.1,2.3,5.5,0.416,0.8,2.7,0.294,0.7,1.3,0.515,150,6.0,50,65,113,4.5,43,20,15,15,5,0.8,0.6,2.6,2.0,0.2,0.6,0.4909090909090908,0.4909090909090909,1.3333333333333333,0.2363636363636363,0.4940711462450592,0.0465165562913907,13.245033112582782,9.97792494481236,1.7660044150110377,1.3245033112582782,0.4415011037527594,1.3245033112582782,-0.1018436458023795,-1.0443669930912083,0.6428949029112639,0.7722803895108039
Eli Taft,Alfred State,Allegheny Mountain Collegiate,G,72.0,Jr.,26,559,21.5,2.2,5.6,0.393,0.6,2.2,0.263,0.5,1.0,0.519,143,5.5,13,29,44,1.7,26,47,21,8,0,1.8076923076923077,0.3076923076923077,1.1153846153846154,0.5,0.0,0.8076923076923077,0.4464285714285714,0.3928571428571429,2.238095238095238,0.1785714285714285,0.4552980132450331,0.0483720930232558,10.232558139534884,3.148479427549195,3.363148479427549,0.5724508050089445,0.0,1.5026833631484795,-2.6515956745453053,-0.5628858001731347,0.03073778692160111,1.574203665926535
J.J. Howard,Alfred State,Allegheny Mountain Collegiate,F,78.0,Fr,26,460,17.7,1.7,3.0,0.571,0.0,0.1,0.0,0.7,1.6,0.452,107,4.1,36,42,78,3.0,57,18,21,8,18,0.6923076923076923,0.3076923076923077,1.6153846153846154,1.3846153846153846,0.6923076923076923,0.8076923076923077,0.5666666666666667,0.0333333333333333,0.8571428571428571,0.5333333333333333,0.5534557235421166,0.0537043478260869,9.304347826086955,6.782608695652174,1.565217391304348,0.6956521739130435,1.565217391304348,1.8260869565217392,1.8285974321751248,-1.6507476598680622,-1.1461387836157793,1.1728502754375922
Avery Cunningham,Alfred State,Allegheny Mountain Collegiate,G,72.0,Sr,26,614,23.6,0.8,2.4,0.349,0.1,0.8,0.143,0.3,0.6,0.533,55,2.1,21,75,96,3.7,36,57,36,16,3,2.1923076923076925,0.6153846153846154,2.8846153846153846,0.8076923076923077,0.1153846153846153,1.3846153846153846,0.3541666666666667,0.3333333333333333,1.5833333333333333,0.25,0.3941441441441442,0.0629706840390879,3.583061889250814,6.254071661237784,3.7133550488599343,1.0423452768729642,0.1954397394136807,2.3452768729641695,-1.888760067303174,-0.15558340123872672,-1.6269704029488374,1.6098356498932151
Larry Morse,Hilbert,Allegheny Mountain Collegiate,F,77.0,Jr.,27,840,31.1,8.3,13.4,0.62,0.0,0.1,0.0,2.2,3.0,0.728,510,18.9,84,138,221,8.2,68,27,68,24,19,1.0,0.8888888888888888,5.111111111111111,3.111111111111111,0.7037037037037037,2.5185185185185186,0.6194029850746269,0.0074626865671641,0.3970588235294117,0.2238805970149253,0.6419836956521738,0.0984761904761904,24.285714285714285,10.523809523809524,1.2857142857142856,1.1428571428571428,0.9047619047619048,3.238095238095238,4.022545234144501,0.23151601676042882,1.2684052317204986,-1.3026384872367598
Jaden Mitchell,Hilbert,Allegheny Mountain Collegiate,G,76.0,Jr.,13,359,27.6,5.0,10.2,0.489,1.7,4.1,0.415,2.7,3.6,0.745,187,14.4,10,18,29,2.2,18,14,23,10,3,1.0769230769230769,0.7692307692307693,1.3846153846153846,0.7692307692307693,0.2307692307692307,1.7692307692307692,0.5735294117647058,0.4019607843137255,0.6086956521739131,0.3529411764705882,0.6109979633401222,0.0968913649025069,20.83565459610028,3.231197771587744,1.5598885793871866,1.1142061281337048,0.3342618384401114,2.5626740947075213,0.36026362134472933,-0.7273309287761526,0.7648410781619346,-1.6291391894897944
Ari Jones,Hilbert,Allegheny Mountain Collegiate,G,75.0,Fr,26,702,27.0,4.7,10.3,0.451,1.4,4.7,0.306,2.7,4.0,0.667,348,13.4,23,86,109,4.2,39,42,57,26,0,1.6153846153846154,1.0,3.3076923076923075,0.8846153846153846,0.0,2.1923076923076925,0.5242718446601942,0.4563106796116504,0.7368421052631579,0.3883495145631068,0.5555555555555556,0.0983760683760683,19.82905982905983,6.210826210826212,2.393162393162393,1.4814814814814814,0.0,3.247863247863248,0.2654523872332871,0.46195958741466847,0.3671236493604012,-1.5219923213353235
Jayden Montgomery,Hilbert,Allegheny Mountain Collegiate,G,73.0,Jr.,27,829,30.7,3.5,7.2,0.487,0.4,1.1,0.367,1.6,3.0,0.525,243,9.0,19,111,132,4.9,76,186,70,51,19,6.888888888888889,1.8888888888888888,4.111111111111111,0.7037037037037037,0.7037037037037037,2.592592592592593,0.513888888888889,0.1527777777777778,2.657142857142857,0.4166666666666666,0.5281690140845071,0.0947165259348612,11.72496984318456,6.3691194209891435,8.974668275030156,2.460796139927624,0.9167671893848008,3.3775633293124248,-0.8125014176600012,4.611698882892803,-0.5315452639353818,2.6746483484606047
Ne'Sean Fowlks,Hilbert,Allegheny Mountain Collegiate,G,74.0,Fr,25,575,23.0,2.7,6.5,0.411,1.6,4.7,0.331,0.8,1.0,0.808,195,7.8,0,105,105,4.2,28,53,45,20,25,2.12,0.8,4.2,0.0,1.0,1.8,0.5384615384615384,0.7230769230769231,1.1777777777777778,0.1538461538461538,0.5619596541786743,0.0903304347826086,13.565217391304348,7.304347826086957,3.6869565217391305,1.391304347826087,1.7391304347826086,3.130434782608696,-0.6430319058636488,0.17154913995335347,0.593843057163647,-0.33152171680268744
Iyan Bremer,Hilbert,Allegheny Mountain Collegiate,G,73.0,Fr,25,405,16.2,2.0,4.9,0.41,1.4,4.0,0.36,0.4,0.5,0.769,145,5.8,13,25,38,1.5,30,18,18,5,5,0.72,0.2,1.0,0.52,0.2,0.72,0.5510204081632653,0.8163265306122448,1.0,0.1020408163265306,0.56640625,0.0570864197530864,14.320987654320987,3.753086419753086,1.777777777777778,0.4938271604938271,0.4938271604938271,1.777777777777778,-1.9092003866629246,-1.9169685267025942,1.2691732885401197,-0.83867583065959
Sonny Williams,Hilbert,Allegheny Mountain Collegiate,G,72.0,Jr.,26,408,15.7,2.0,5.0,0.395,0.4,1.6,0.262,0.7,1.1,0.679,133,5.1,8,31,39,1.5,44,47,39,18,3,1.8076923076923077,0.6923076923076923,1.1923076923076923,0.3076923076923077,0.1153846153846153,1.5,0.44,0.32,1.205128205128205,0.22,0.4649890590809628,0.1090294117647058,13.03921568627451,3.8235294117647056,4.607843137254902,1.7647058823529411,0.2941176470588235,3.8235294117647056,-1.8586543853010682,1.3117774047358868,-1.4506416364489754,-0.521021999699378
Ronnie Lewis,Hilbert,Allegheny Mountain Collegiate,F,76.0,Sr,27,570,21.1,1.7,5.0,0.338,0.6,2.3,0.274,0.7,1.2,0.545,127,4.7,24,89,113,4.2,22,46,35,16,3,1.7037037037037035,0.5925925925925926,3.2962962962962963,0.8888888888888888,0.1111111111111111,1.2962962962962965,0.4,0.4599999999999999,1.3142857142857145,0.24,0.425108538350217,0.0711017543859649,8.912280701754385,7.9298245614035086,3.2280701754385968,1.1228070175438596,0.2105263157894736,2.4561403508771926,-0.942859185447757,-0.4962528192143812,-0.8074783319810576,0.779291336768559
Demetrius Robinson,Hilbert,Allegheny Mountain Collegiate,F,78.0,Jr.,21,296,14.1,1.7,3.2,0.522,0.1,0.6,0.25,0.3,0.5,0.545,80,3.8,29,50,80,3.8,23,23,15,15,4,1.0952380952380951,0.7142857142857143,2.380952380952381,1.380952380952381,0.1904761904761904,0.7142857142857143,0.546875,0.1874999999999999,1.5333333333333334,0.15625,0.5555555555555555,0.0622297297297297,10.81081081081081,10.81081081081081,3.108108108108108,2.027027027027027,0.5405405405405406,2.027027027027027,0.1771841049578202,-0.043060908684898966,0.19933273109567384,1.1863737924892777
Bryce Epps,La Roche,Allegheny Mountain Collegiate,G,70.0,Jr.,27,853,31.6,6.6,12.8,0.517,1.5,3.9,0.377,2.1,2.6,0.814,456,16.9,24,146,170,6.3,51,65,57,43,3,2.407407407407407,1.5925925925925926,5.407407407407407,0.8888888888888888,0.1111111111111111,2.111111111111111,0.5742187499999999,0.3046875,1.1403508771929824,0.203125,0.6059954102122775,0.0831699882766705,21.38335287221571,7.971864009378663,3.0480656506447827,2.01641266119578,0.1406799531066823,2.6729191090269637,0.053026516230810575,1.779431918249729,1.6245370983975242,-1.0506407668755124
